ligne,colonne,type
4,65,ARBRE
4,66,HERBE
5,7,MONTAGNE
5,8,MONTAGNE
5,9,MONTAGNE
5,10,MONTAGNE
5,11,MONTAGNE
5,12,MONTAGNE
5,13,MONTAGNE
5,14,MONTAGNE
5,15,MONTAGNE
5,16,HERBE
5,17,HERBE
5,18,ARBRE
5,19,HERBE
5,20,ARBRE
5,21,HERBE
5,22,ARBRE
5,23,HERBE
5,24,ARBRE
5,25,HERBE
5,26,ARBRE
5,27,HERBE
5,28,HERBE
5,29,HERBE
5,30,HERBE
5,31,HERBE
5,32,HERBE
5,33,HERBE
5,34,HERBE
5,35,HERBE
5,36,HERBE
5,37,HERBE
5,38,HERBE
5,39,HERBE
5,40,PLAGE
5,46,PLAGE
5,47,HERBE
5,48,HERBE
5,49,HERBE
5,50,HERBE
5,51,HERBE
5,52,HERBE
5,53,HERBE
5,54,HERBE
5,55,ARBRE
5,56,HERBE
5,57,HERBE
5,58,ARBRE
5,59,HERBE
5,60,HERBE
5,61,ARBRE
5,62,HERBE
5,63,HERBE
5,64,ARBRE
5,65,HERBE
5,66,HERBE
6,5,MONTAGNE
6,6,MONTAGNE
6,7,MONTAGNE
6,8,MONTAGNE
6,9,MONTAGNE
6,10,MONTAGNE
6,11,MONTAGNE
6,12,MONTAGNE
6,13,MONTAGNE
6,14,HERBE
6,15,ARBRE
6,16,HERBE
6,17,ARBRE
6,18,HERBE
6,19,ARBRE
6,20,HERBE
6,21,ARBRE
6,22,HERBE
6,23,ARBRE
6,24,HERBE
6,25,ARBRE
6,26,HERBE
6,27,HERBE
6,28,HERBE
6,29,HERBE
6,30,HERBE
6,31,HERBE
6,32,HERBE
6,33,HERBE
6,34,HERBE
6,35,HERBE
6,36,HERBE
6,37,HERBE
6,38,HERBE
6,39,PLAGE
6,45,PLAGE
6,46,HERBE
6,47,HERBE
6,48,HERBE
6,49,HERBE
6,50,HERBE
6,51,HERBE
6,52,HERBE
6,53,HERBE
6,54,ARBRE
6,55,HERBE
6,56,HERBE
6,57,ARBRE
6,58,HERBE
6,59,HERBE
6,60,ARBRE
6,61,HERBE
6,62,HERBE
6,63,ARBRE
6,64,HERBE
6,65,HERBE
6,66,ARBRE
7,4,MONTAGNE
7,5,MONTAGNE
7,6,MONTAGNE
7,7,MONTAGNE
7,8,MONTAGNE
7,9,MONTAGNE
7,10,MONTAGNE
7,11,MONTAGNE
7,12,MONTAGNE
7,13,HERBE
7,14,ARBRE
7,15,HERBE
7,16,ARBRE
7,17,HERBE
7,18,ARBRE
7,19,HERBE
7,20,ARBRE
7,21,HERBE
7,22,ARBRE
7,23,HERBE
7,24,ARBRE
7,25,HERBE
7,26,HERBE
7,27,HERBE
7,28,HERBE
7,29,HERBE
7,30,HERBE
7,31,HERBE
7,32,HERBE
7,33,HERBE
7,34,HERBE
7,35,HERBE
7,36,HERBE
7,37,PLAGE
7,38,PLAGE
7,45,PLAGE
7,46,HERBE
7,47,HERBE
7,48,HERBE
7,49,HERBE
7,50,HERBE
7,51,HERBE
7,52,HERBE
7,53,HERBE
7,54,HERBE
7,55,HERBE
7,56,ARBRE
7,57,HERBE
7,58,HERBE
7,59,ARBRE
7,60,HERBE
7,61,HERBE
7,62,ARBRE
7,63,HERBE
7,64,HERBE
7,65,ARBRE
7,66,HERBE
8,4,MONTAGNE
8,5,MONTAGNE
8,6,MONTAGNE
8,7,MONTAGNE
8,8,MONTAGNE
8,9,MONTAGNE
8,10,MONTAGNE
8,11,MONTAGNE
8,12,MONTAGNE
8,13,HERBE
8,14,HERBE
8,15,ARBRE
8,16,HERBE
8,17,ARBRE
8,18,HERBE
8,19,ARBRE
8,20,HERBE
8,21,ARBRE
8,22,HERBE
8,23,ARBRE
8,24,HERBE
8,25,HERBE
8,26,HERBE
8,27,HERBE
8,28,HERBE
8,29,HERBE
8,30,HERBE
8,31,HERBE
8,32,HERBE
8,33,HERBE
8,34,HERBE
8,35,HERBE
8,36,PLAGE
8,45,PLAGE
8,46,HERBE
8,47,HERBE
8,48,HERBE
8,49,HERBE
8,50,HERBE
8,51,HERBE
8,52,HERBE
8,53,HERBE
8,54,HERBE
8,55,ARBRE
8,56,HERBE
8,57,HERBE
8,58,ARBRE
8,59,HERBE
8,60,HERBE
8,61,ARBRE
8,62,HERBE
8,63,HERBE
8,64,ARBRE
8,65,HERBE
8,66,HERBE
9,4,MONTAGNE
9,5,MONTAGNE
9,6,MONTAGNE
9,7,MONTAGNE
9,8,MONTAGNE
9,9,MONTAGNE
9,10,MONTAGNE
9,11,MONTAGNE
9,12,MONTAGNE
9,13,HERBE
9,14,ARBRE
9,15,HERBE
9,16,ARBRE
9,17,HERBE
9,18,ARBRE
9,19,HERBE
9,20,ARBRE
9,21,HERBE
9,22,ARBRE
9,23,HERBE
9,24,ARBRE
9,25,HERBE
9,26,HERBE
9,27,HERBE
9,28,HERBE
9,29,HERBE
9,30,HERBE
9,31,HERBE
9,32,HERBE
9,33,HERBE
9,34,HERBE
9,35,HERBE
9,36,PLAGE
9,46,PLAGE
9,47,HERBE
9,48,HERBE
9,49,HERBE
9,50,HERBE
9,51,HERBE
9,52,HERBE
9,53,HERBE
9,54,ARBRE
9,55,HERBE
9,56,HERBE
9,57,ARBRE
9,58,HERBE
9,59,HERBE
9,60,ARBRE
9,61,HERBE
9,62,HERBE
9,63,ARBRE
9,64,HERBE
9,65,HERBE
9,66,ARBRE
10,4,MONTAGNE
10,5,MONTAGNE
10,6,MONTAGNE
10,7,MONTAGNE
10,8,MONTAGNE
10,9,MONTAGNE
10,10,MONTAGNE
10,11,MONTAGNE
10,12,MONTAGNE
10,13,HERBE
10,14,HERBE
10,15,ARBRE
10,16,HERBE
10,17,ARBRE
10,18,HERBE
10,19,ARBRE
10,20,HERBE
10,21,ARBRE
10,22,HERBE
10,23,ARBRE
10,24,HERBE
10,25,HERBE
10,26,HERBE
10,27,HERBE
10,28,HERBE
10,29,HERBE
10,30,HERBE
10,31,HERBE
10,32,HERBE
10,33,HERBE
10,34,HERBE
10,35,PLAGE
10,47,PLAGE
10,48,HERBE
10,49,HERBE
10,50,HERBE
10,51,HERBE
10,52,HERBE
10,53,HERBE
10,54,HERBE
10,55,HERBE
10,56,ARBRE
10,57,HERBE
10,58,HERBE
10,59,ARBRE
10,60,HERBE
10,61,HERBE
10,62,ARBRE
10,63,HERBE
10,64,HERBE
10,65,ARBRE
10,66,HERBE
11,3,PLAGE
11,4,MONTAGNE
11,5,MONTAGNE
11,6,MONTAGNE
11,7,MONTAGNE
11,8,MONTAGNE
11,9,MONTAGNE
11,10,MONTAGNE
11,11,MONTAGNE
11,12,MONTAGNE
11,13,HERBE
11,14,ARBRE
11,15,HERBE
11,16,ARBRE
11,17,HERBE
11,18,ARBRE
11,19,HERBE
11,20,ARBRE
11,21,HERBE
11,22,ARBRE
11,23,HERBE
11,24,ARBRE
11,25,HERBE
11,26,HERBE
11,27,HERBE
11,28,HERBE
11,29,HERBE
11,30,HERBE
11,31,HERBE
11,32,HERBE
11,33,HERBE
11,34,HERBE
11,35,HERBE
11,36,PLAGE
11,37,PLAGE
11,38,PLAGE
11,47,HERBE
11,48,HERBE
11,49,HERBE
11,50,HERBE
11,51,HERBE
11,52,HERBE
11,53,HERBE
11,54,HERBE
11,55,ARBRE
11,56,HERBE
11,57,HERBE
11,58,ARBRE
11,59,HERBE
11,60,HERBE
11,61,ARBRE
11,62,HERBE
11,63,HERBE
11,64,ARBRE
11,65,HERBE
11,66,HERBE
12,3,PLAGE
12,4,MONTAGNE
12,5,MONTAGNE
12,6,MONTAGNE
12,7,MONTAGNE
12,8,MONTAGNE
12,9,MONTAGNE
12,10,MONTAGNE
12,11,MONTAGNE
12,12,MONTAGNE
12,13,HERBE
12,14,HERBE
12,15,ARBRE
12,16,HERBE
12,17,ARBRE
12,18,HERBE
12,19,ARBRE
12,20,HERBE
12,21,ARBRE
12,22,HERBE
12,23,ARBRE
12,24,HERBE
12,25,HERBE
12,26,HERBE
12,27,HERBE
12,28,HERBE
12,29,HERBE
12,30,HERBE
12,31,HERBE
12,32,HERBE
12,33,HERBE
12,34,HERBE
12,35,HERBE
12,36,HERBE
12,37,HERBE
12,38,HERBE
12,39,PLAGE
12,40,PLAGE
12,47,PLAGE
12,48,HERBE
12,49,HERBE
12,50,HERBE
12,51,HERBE
12,52,HERBE
12,53,HERBE
12,54,ARBRE
12,55,HERBE
12,56,HERBE
12,57,ARBRE
12,58,HERBE
12,59,HERBE
12,60,ARBRE
12,61,HERBE
12,62,HERBE
12,63,ARBRE
12,64,HERBE
12,65,HERBE
12,66,ARBRE
13,4,MONTAGNE
13,5,MONTAGNE
13,6,MONTAGNE
13,7,MONTAGNE
13,8,MONTAGNE
13,9,MONTAGNE
13,10,MONTAGNE
13,11,MONTAGNE
13,12,MONTAGNE
13,13,HERBE
13,14,ARBRE
13,15,HERBE
13,16,ARBRE
13,17,HERBE
13,18,ARBRE
13,19,HERBE
13,20,ARBRE
13,21,HERBE
13,22,HERBE
13,23,HERBE
13,24,HERBE
13,25,HERBE
13,26,HERBE
13,27,HERBE
13,28,HERBE
13,29,HERBE
13,30,HERBE
13,31,HERBE
13,32,HERBE
13,33,HERBE
13,34,HERBE
13,35,HERBE
13,36,HERBE
13,37,HERBE
13,38,HERBE
13,39,HERBE
13,40,HERBE
13,48,PLAGE
13,49,HERBE
13,50,PLAGE
13,52,HERBE
13,53,HERBE
13,54,HERBE
13,55,PLAGE
13,56,PLAGE
13,57,PLAGE
13,58,PLAGE
13,59,PLAGE
13,60,PLAGE
13,61,PLAGE
13,62,PLAGE
13,63,PLAGE
13,64,PLAGE
13,65,PLAGE
13,66,HERBE
14,6,MONTAGNE
14,7,MONTAGNE
14,8,MONTAGNE
14,9,MONTAGNE
14,10,MONTAGNE
14,11,MONTAGNE
14,12,MONTAGNE
14,13,MONTAGNE
14,14,MONTAGNE
14,15,HERBE
14,16,HERBE
14,17,HERBE
14,18,PLAGE
14,19,PLAGE
14,20,HERBE
14,21,HERBE
14,22,HERBE
14,25,HERBE
14,26,HERBE
14,27,HERBE
14,28,HERBE
14,29,HERBE
14,30,HERBE
14,31,HERBE
14,32,HERBE
14,33,HERBE
14,34,HERBE
14,35,HERBE
14,36,HERBE
14,37,HERBE
14,38,PLAGE
14,39,PLAGE
14,40,PLAGE
14,51,PLAGE
14,52,ARBRE
14,53,HERBE
14,54,PLAGE
15,5,MONTAGNE
15,6,MONTAGNE
15,7,MONTAGNE
15,8,MONTAGNE
15,9,MONTAGNE
15,10,MONTAGNE
15,11,MONTAGNE
15,12,MONTAGNE
15,13,MONTAGNE
15,14,HERBE
15,15,HERBE
15,16,PLAGE
15,17,PLAGE
15,20,PLAGE
15,21,HERBE
15,22,HERBE
15,23,HERBE
15,26,HERBE
15,27,HERBE
15,28,HERBE
15,29,HERBE
15,30,HERBE
15,31,HERBE
15,32,HERBE
15,33,HERBE
15,34,HERBE
15,35,HERBE
15,36,HERBE
15,37,PLAGE
15,51,PLAGE
15,52,HERBE
15,53,HERBE
15,54,ARBRE
15,55,PLAGE
15,56,PLAGE
15,57,PLAGE
15,58,PLAGE
15,59,PLAGE
15,60,PLAGE
15,61,PLAGE
15,62,PLAGE
15,63,PLAGE
15,64,PLAGE
15,65,PLAGE
15,66,ARBRE
16,5,MONTAGNE
16,6,MONTAGNE
16,7,MONTAGNE
16,8,MONTAGNE
16,9,MONTAGNE
16,10,MONTAGNE
16,11,MONTAGNE
16,12,MONTAGNE
16,13,MONTAGNE
16,14,PLAGE
16,15,PLAGE
16,20,PLAGE
16,21,HERBE
16,22,HERBE
16,23,HERBE
16,24,HERBE
16,25,HERBE
16,26,HERBE
16,27,HERBE
16,28,HERBE
16,29,HERBE
16,30,HERBE
16,31,HERBE
16,32,HERBE
16,33,HERBE
16,34,HERBE
16,35,HERBE
16,36,PLAGE
16,51,PLAGE
16,52,HERBE
16,53,HERBE
16,54,HERBE
16,55,HERBE
16,56,ARBRE
16,57,HERBE
16,58,HERBE
16,59,ARBRE
16,60,HERBE
16,61,HERBE
16,62,ARBRE
16,63,HERBE
16,64,HERBE
16,65,ARBRE
16,66,HERBE
17,8,PLAGE
17,9,PLAGE
17,10,PLAGE
17,11,PLAGE
17,20,PLAGE
17,21,HERBE
17,22,HERBE
17,23,HERBE
17,24,HERBE
17,25,HERBE
17,26,HERBE
17,27,HERBE
17,28,HERBE
17,29,HERBE
17,30,HERBE
17,31,HERBE
17,32,HERBE
17,33,HERBE
17,34,HERBE
17,35,PLAGE
17,49,PLAGE
17,50,PLAGE
17,52,HERBE
17,53,HERBE
17,54,HERBE
17,55,ARBRE
17,56,PLAGE
17,57,PLAGE
17,58,PLAGE
17,59,PLAGE
17,60,PLAGE
17,61,PLAGE
17,62,PLAGE
17,63,PLAGE
17,64,PLAGE
17,65,PLAGE
17,66,HERBE
18,21,PLAGE
18,22,PLAGE
18,23,HERBE
18,24,HERBE
18,25,HERBE
18,26,HERBE
18,27,HERBE
18,28,HERBE
18,29,MONTAGNE
18,30,MONTAGNE
18,31,HERBE
18,32,HERBE
18,33,HERBE
18,34,HERBE
18,35,HERBE
18,36,PLAGE
18,41,HERBE
18,48,PLAGE
18,49,HERBE
18,50,HERBE
18,51,HERBE
18,52,HERBE
18,53,HERBE
18,54,ARBRE
18,55,PLAGE
19,12,PLAGE
19,13,PLAGE
19,14,PLAGE
19,15,HERBE
19,16,PLAGE
19,23,PLAGE
19,24,HERBE
19,25,HERBE
19,26,HERBE
19,27,HERBE
19,28,HERBE
19,29,MONTAGNE
19,30,MONTAGNE
19,31,MONTAGNE
19,32,HERBE
19,33,HERBE
19,34,HERBE
19,35,HERBE
19,36,PLAGE
19,47,PLAGE
19,48,HERBE
19,49,HERBE
19,50,HERBE
19,51,HERBE
19,52,HERBE
19,53,ARBRE
19,54,HERBE
19,55,HERBE
19,56,PLAGE
19,57,PLAGE
19,58,PLAGE
19,59,PLAGE
19,60,PLAGE
19,61,PLAGE
19,62,PLAGE
19,63,PLAGE
19,64,PLAGE
19,65,PLAGE
20,11,PLAGE
20,12,HERBE
20,13,ARBRE
20,14,HERBE
20,15,ARBRE
20,16,PLAGE
20,24,PLAGE
20,25,HERBE
20,26,HERBE
20,27,HERBE
20,28,HERBE
20,29,MONTAGNE
20,30,MONTAGNE
20,31,MONTAGNE
20,32,MONTAGNE
20,33,MONTAGNE
20,34,HERBE
20,35,HERBE
20,36,PLAGE
20,46,PLAGE
20,47,ARBRE
20,48,HERBE
20,49,ARBRE
20,50,HERBE
20,51,ARBRE
20,52,HERBE
20,53,HERBE
20,54,HERBE
20,55,ARBRE
20,56,HERBE
20,57,HERBE
20,58,ARBRE
20,59,HERBE
20,60,HERBE
20,61,ARBRE
20,62,HERBE
20,63,HERBE
20,64,ARBRE
20,65,HERBE
20,66,HERBE
21,11,PLAGE
21,12,ARBRE
21,13,HERBE
21,14,ARBRE
21,15,HERBE
21,16,ARBRE
21,17,PLAGE
21,24,PLAGE
21,25,HERBE
21,26,HERBE
21,27,HERBE
21,28,HERBE
21,29,MONTAGNE
21,30,PLAGE
21,31,PLAGE
21,32,PLAGE
21,33,PLAGE
21,34,PLAGE
21,35,PLAGE
21,45,PLAGE
21,46,ARBRE
21,47,HERBE
21,48,ARBRE
21,49,HERBE
21,50,ARBRE
21,51,HERBE
21,52,HERBE
21,53,HERBE
21,54,ARBRE
21,55,HERBE
21,56,HERBE
21,57,ARBRE
21,58,HERBE
21,59,HERBE
21,60,ARBRE
21,61,HERBE
21,62,HERBE
21,63,ARBRE
21,64,HERBE
21,65,HERBE
21,66,ARBRE
22,11,ARBRE
22,12,HERBE
22,13,ARBRE
22,14,HERBE
22,15,ARBRE
22,16,HERBE
22,17,PLAGE
22,20,PLAGE
22,21,PLAGE
22,22,PLAGE
22,24,PLAGE
22,25,HERBE
22,26,HERBE
22,27,HERBE
22,28,HERBE
22,29,PLAGE
22,45,PLAGE
22,46,HERBE
22,47,ARBRE
22,48,HERBE
22,49,ARBRE
22,50,HERBE
22,51,ARBRE
22,52,HERBE
22,53,HERBE
22,54,HERBE
22,55,HERBE
22,56,ARBRE
22,57,HERBE
22,58,HERBE
22,59,ARBRE
22,60,HERBE
22,61,HERBE
22,62,ARBRE
22,63,HERBE
22,64,HERBE
22,65,ARBRE
22,66,HERBE
23,11,PLAGE
23,12,ARBRE
23,13,HERBE
23,14,ARBRE
23,15,HERBE
23,16,ARBRE
23,17,HERBE
23,20,ARBRE
23,21,HERBE
23,22,ARBRE
23,25,PLAGE
23,26,PLAGE
23,27,PLAGE
23,28,PLAGE
23,46,PLAGE
23,47,HERBE
23,48,ARBRE
23,49,HERBE
23,50,ARBRE
23,51,HERBE
23,52,HERBE
23,53,HERBE
23,54,HERBE
23,55,ARBRE
23,56,HERBE
23,57,HERBE
23,58,ARBRE
23,59,HERBE
23,60,HERBE
23,61,ARBRE
23,62,HERBE
23,63,HERBE
23,64,ARBRE
23,65,HERBE
23,66,HERBE
24,12,PLAGE
24,13,ARBRE
24,14,HERBE
24,16,HERBE
24,17,PLAGE
24,20,PLAGE
24,21,ARBRE
24,22,PLAGE
24,45,PLAGE
24,46,HERBE
24,47,HERBE
24,48,HERBE
24,49,HERBE
24,50,HERBE
24,51,HERBE
24,52,HERBE
24,53,HERBE
24,54,ARBRE
24,55,HERBE
24,56,HERBE
24,57,ARBRE
24,58,HERBE
24,59,HERBE
24,60,ARBRE
24,61,HERBE
24,62,HERBE
24,63,ARBRE
24,64,HERBE
24,65,HERBE
24,66,ARBRE
25,12,ARBRE
25,13,HERBE
25,14,ARBRE
25,15,HERBE
25,16,ARBRE
25,17,PLAGE
25,35,PLAGE
25,36,PLAGE
25,37,PLAGE
25,38,PLAGE
25,39,PLAGE
25,40,PLAGE
25,42,PLAGE
25,43,PLAGE
25,44,PLAGE
25,45,HERBE
25,46,HERBE
25,47,HERBE
25,48,HERBE
25,49,HERBE
25,50,HERBE
25,51,HERBE
25,52,HERBE
25,53,HERBE
25,54,HERBE
25,55,HERBE
25,56,ARBRE
25,57,HERBE
25,58,HERBE
25,59,ARBRE
25,60,HERBE
25,61,HERBE
25,62,ARBRE
25,63,HERBE
25,64,HERBE
25,65,ARBRE
25,66,HERBE
26,12,PLAGE
26,13,ARBRE
26,14,HERBE
26,15,ARBRE
26,16,HERBE
26,17,ARBRE
26,18,PLAGE
26,19,PLAGE
26,22,PLAGE
26,23,PLAGE
26,24,PLAGE
26,25,PLAGE
26,26,PLAGE
26,27,PLAGE
26,30,PLAGE
26,31,PLAGE
26,32,PLAGE
26,33,PLAGE
26,34,PLAGE
26,35,HERBE
26,36,HERBE
26,37,MONTAGNE
26,38,MONTAGNE
26,39,MONTAGNE
26,40,HERBE
26,41,PLAGE
26,42,HERBE
26,43,HERBE
26,44,HERBE
26,45,HERBE
26,46,HERBE
26,47,HERBE
26,48,HERBE
26,49,HERBE
26,50,HERBE
26,51,HERBE
26,52,HERBE
26,53,HERBE
26,54,HERBE
26,55,ARBRE
26,56,HERBE
26,57,HERBE
26,58,ARBRE
26,59,HERBE
26,60,HERBE
26,61,ARBRE
26,62,HERBE
26,63,HERBE
26,64,ARBRE
26,65,HERBE
26,66,HERBE
27,8,PLAGE
27,9,HERBE
27,10,PLAGE
27,11,PLAGE
27,12,ARBRE
27,13,HERBE
27,14,ARBRE
27,15,HERBE
27,16,ARBRE
27,17,HERBE
27,18,ARBRE
27,19,HERBE
27,20,PLAGE
27,21,PLAGE
27,22,ARBRE
27,23,HERBE
27,24,HERBE
27,25,HERBE
27,26,HERBE
27,27,HERBE
27,28,PLAGE
27,29,PLAGE
27,30,HERBE
27,31,HERBE
27,32,HERBE
27,33,HERBE
27,34,HERBE
27,35,HERBE
27,36,HERBE
27,37,HERBE
27,38,MONTAGNE
27,39,MONTAGNE
27,40,HERBE
27,41,HERBE
27,42,HERBE
27,43,HERBE
27,44,HERBE
27,45,HERBE
27,46,HERBE
27,47,HERBE
27,48,HERBE
27,49,HERBE
27,50,HERBE
27,51,HERBE
27,52,HERBE
27,53,HERBE
27,54,ARBRE
27,55,HERBE
27,56,HERBE
27,57,ARBRE
27,58,HERBE
27,59,HERBE
27,60,ARBRE
27,61,HERBE
27,62,HERBE
27,63,ARBRE
27,64,HERBE
27,65,HERBE
27,66,ARBRE
28,4,PLAGE
28,5,HERBE
28,6,PLAGE
28,7,PLAGE
28,8,HERBE
28,9,HERBE
28,10,HERBE
28,11,ARBRE
28,12,HERBE
28,13,ARBRE
28,14,HERBE
28,15,ARBRE
28,16,HERBE
28,17,ARBRE
28,18,HERBE
28,19,ARBRE
28,20,HERBE
28,21,ARBRE
28,22,HERBE
28,23,HERBE
28,24,HERBE
28,25,HERBE
28,26,HERBE
28,27,HERBE
28,28,HERBE
28,29,HERBE
28,30,HERBE
28,31,HERBE
28,32,HERBE
28,33,HERBE
28,34,HERBE
28,35,HERBE
28,36,HERBE
28,37,HERBE
28,38,HERBE
28,39,MONTAGNE
28,40,HERBE
28,41,HERBE
28,42,HERBE
28,43,HERBE
28,44,HERBE
28,45,HERBE
28,46,HERBE
28,47,HERBE
28,48,HERBE
28,49,HERBE
28,50,HERBE
28,51,HERBE
28,52,HERBE
28,53,HERBE
28,54,HERBE
28,55,HERBE
28,56,ARBRE
28,57,HERBE
28,58,HERBE
28,59,ARBRE
28,60,HERBE
28,61,HERBE
28,62,ARBRE
28,63,HERBE
28,64,HERBE
28,65,ARBRE
28,66,HERBE
29,3,PLAGE
29,4,HERBE
29,5,HERBE
29,6,HERBE
29,7,HERBE
29,8,HERBE
29,9,HERBE
29,10,ARBRE
29,11,HERBE
29,12,ARBRE
29,13,HERBE
29,14,ARBRE
29,15,HERBE
29,16,ARBRE
29,17,HERBE
29,18,ARBRE
29,19,HERBE
29,20,ARBRE
29,21,HERBE
29,22,ARBRE
29,23,HERBE
29,24,HERBE
29,25,HERBE
29,26,HERBE
29,27,HERBE
29,28,HERBE
29,29,HERBE
29,30,HERBE
29,31,HERBE
29,32,HERBE
29,33,HERBE
29,34,HERBE
29,35,HERBE
29,36,HERBE
29,37,HERBE
29,38,HERBE
29,39,HERBE
29,40,HERBE
29,41,HERBE
29,42,HERBE
29,43,HERBE
29,44,HERBE
29,45,HERBE
29,46,HERBE
29,47,HERBE
29,48,HERBE
29,49,HERBE
29,50,HERBE
29,51,HERBE
29,52,HERBE
29,53,HERBE
29,54,HERBE
29,55,ARBRE
29,56,HERBE
29,57,HERBE
29,58,ARBRE
29,59,HERBE
29,60,HERBE
29,61,ARBRE
29,62,HERBE
29,63,HERBE
29,64,ARBRE
29,65,HERBE
29,66,HERBE
30,3,PLAGE
30,4,HERBE
30,5,HERBE
30,6,HERBE
30,7,HERBE
30,8,HERBE
30,9,HERBE
30,10,HERBE
30,11,ARBRE
30,12,HERBE
30,13,ARBRE
30,14,HERBE
30,15,ARBRE
30,16,HERBE
30,17,ARBRE
30,18,HERBE
30,19,ARBRE
30,20,HERBE
30,21,ARBRE
30,22,HERBE
30,23,HERBE
30,24,HERBE
30,25,HERBE
30,26,HERBE
30,27,HERBE
30,28,HERBE
30,29,HERBE
30,30,HERBE
30,31,HERBE
30,32,HERBE
30,33,HERBE
30,34,HERBE
30,35,HERBE
30,36,HERBE
30,37,HERBE
30,38,HERBE
30,39,HERBE
30,40,HERBE
30,41,HERBE
30,42,HERBE
30,43,HERBE
30,44,HERBE
30,45,HERBE
