ligne,colonne,type
15,35,HERBE
15,36,MONTAGNE
15,37,HERBE
15,38,HERBE
15,39,MONTAGNE
15,40,HERBE
15,41,MONTAGNE
15,42,MONTAGNE
15,43,MONTAGNE
15,44,MONTAGNE
15,45,MONTAGNE
15,46,MONTAGNE
15,47,MONTAGNE
15,48,HERBE
15,49,HERBE
15,50,HERBE
15,51,HERBE
15,52,HERBE
15,53,HERBE
15,54,HERBE
15,55,PLAGE
16,3,PLAGE
16,4,PLAGE
16,5,HERBE
16,6,HERBE
16,7,HERBE
16,8,HERBE
16,9,HERBE
16,10,HERBE
16,11,ARBRE
16,12,HERBE
16,13,HERBE
16,14,ARBRE
16,15,HERBE
16,16,HERBE
16,17,ARBRE
16,18,HERBE
16,19,HERBE
16,20,HERBE
16,21,HERBE
16,22,MONTAGNE
16,23,MONTAGNE
16,24,MONTAGNE
16,25,MONTAGNE
16,26,MONTAGNE
16,27,MONTAGNE
16,28,MONTAGNE
16,29,MONTAGNE
16,30,MONTAGNE
16,31,MONTAGNE
16,32,HERBE
16,33,HERBE
16,34,MONTAGNE
16,35,HERBE
16,36,HERBE
16,37,MONTAGNE
16,38,HERBE
16,39,HERBE
16,40,MONTAGNE
16,41,MONTAGNE
16,42,MONTAGNE
16,43,MONTAGNE
16,44,MONTAGNE
16,45,MONTAGNE
16,46,MONTAGNE
16,47,MONTAGNE
16,48,MONTAGNE
16,49,HERBE
16,50,HERBE
16,51,HERBE
16,52,HERBE
16,53,HERBE
16,54,HERBE
16,55,PLAGE
17,5,PLAGE
17,6,PLAGE
17,7,PLAGE
17,8,PLAGE
17,9,HERBE
17,10,HERBE
17,11,HERBE
17,12,HERBE
17,13,HERBE
17,14,HERBE
17,15,HERBE
17,16,HERBE
17,17,HERBE
17,18,HERBE
17,19,HERBE
17,20,MONTAGNE
17,21,HERBE
17,22,HERBE
17,23,MONTAGNE
17,24,MONTAGNE
17,25,MONTAGNE
17,26,MONTAGNE
17,27,MONTAGNE
17,28,MONTAGNE
17,29,MONTAGNE
17,30,MONTAGNE
17,31,MONTAGNE
17,32,MONTAGNE
17,33,HERBE
17,34,HERBE
17,35,MONTAGNE
17,36,HERBE
17,37,HERBE
17,38,MONTAGNE
17,39,MONTAGNE
17,40,MONTAGNE
17,41,MONTAGNE
17,42,MONTAGNE
17,43,MONTAGNE
17,44,MONTAGNE
17,45,MONTAGNE
17,46,MONTAGNE
17,47,MONTAGNE
17,48,MONTAGNE
17,49,MONTAGNE
17,50,ARBRE
17,51,HERBE
17,52,ARBRE
17,53,ARBRE
17,54,HERBE
17,55,HERBE
17,56,PLAGE
18,9,PLAGE
18,10,ARBRE
18,11,HERBE
18,12,ARBRE
18,13,HERBE
18,14,ARBRE
18,15,HERBE
18,16,HERBE
18,17,HERBE
18,18,HERBE
18,19,HERBE
18,20,HERBE
18,21,MONTAGNE
18,22,HERBE
18,23,HERBE
18,24,MONTAGNE
18,25,MONTAGNE
18,26,MONTAGNE
18,27,MONTAGNE
18,28,MONTAGNE
18,29,MONTAGNE
18,30,MONTAGNE
18,31,MONTAGNE
18,32,MONTAGNE
18,33,MONTAGNE
18,34,HERBE
18,35,HERBE
18,36,MONTAGNE
18,37,HERBE
18,38,HERBE
18,39,MONTAGNE
18,40,MONTAGNE
18,41,MONTAGNE
18,42,MONTAGNE
18,43,MONTAGNE
18,44,MONTAGNE
18,45,MONTAGNE
18,46,MONTAGNE
18,47,MONTAGNE
18,48,MONTAGNE
18,49,MONTAGNE
18,50,HERBE
18,51,ARBRE
18,52,ARBRE
18,53,HERBE
18,54,HERBE
18,55,PLAGE
19,9,PLAGE
19,10,HERBE
19,11,ARBRE
19,12,HERBE
19,13,ARBRE
19,14,HERBE
19,15,HERBE
19,16,HERBE
19,17,HERBE
19,18,HERBE
19,19,HERBE
19,20,HERBE
19,21,HERBE
19,22,MONTAGNE
19,23,HERBE
19,24,HERBE
19,25,MONTAGNE
19,26,MONTAGNE
19,27,HERBE
19,28,MONTAGNE
19,29,MONTAGNE
19,30,MONTAGNE
19,31,MONTAGNE
19,32,MONTAGNE
19,33,HERBE
19,34,MONTAGNE
19,35,HERBE
19,36,HERBE
19,37,MONTAGNE
19,38,HERBE
19,39,MONTAGNE
19,40,MONTAGNE
19,41,MONTAGNE
19,42,MONTAGNE
19,43,MONTAGNE
19,44,MONTAGNE
19,45,MONTAGNE
19,46,MONTAGNE
19,47,MONTAGNE
19,48,MONTAGNE
19,49,MONTAGNE
19,50,ARBRE
19,51,ARBRE
19,52,HERBE
19,53,ARBRE
19,54,HERBE
19,55,PLAGE
20,8,PLAGE
20,9,HERBE
20,10,ARBRE
20,11,HERBE
20,12,ARBRE
20,13,HERBE
20,14,ARBRE
20,15,HERBE
20,16,HERBE
20,17,HERBE
20,18,HERBE
20,19,HERBE
20,20,MONTAGNE
20,21,HERBE
20,22,HERBE
20,23,MONTAGNE
20,24,HERBE
20,25,HERBE
20,26,MONTAGNE
20,27,HERBE
20,28,MONTAGNE
20,29,MONTAGNE
20,30,MONTAGNE
20,31,MONTAGNE
20,32,MONTAGNE
20,33,HERBE
20,34,HERBE
20,35,MONTAGNE
20,36,HERBE
20,37,HERBE
20,38,MONTAGNE
20,39,HERBE
20,40,MONTAGNE
20,41,MONTAGNE
20,42,MONTAGNE
20,43,MONTAGNE
20,44,MONTAGNE
20,45,MONTAGNE
20,46,MONTAGNE
20,47,MONTAGNE
20,48,MONTAGNE
20,49,ARBRE
20,50,PLAGE
20,51,PLAGE
20,52,ARBRE
20,53,PLAGE
20,54,PLAGE
21,6,PLAGE
21,7,PLAGE
21,8,HERBE
21,9,ARBRE
21,10,HERBE
21,11,ARBRE
21,12,HERBE
21,13,ARBRE
21,14,HERBE
21,15,HERBE
21,16,HERBE
21,17,HERBE
21,18,HERBE
21,19,HERBE
21,20,HERBE
21,21,MONTAGNE
21,22,HERBE
21,23,HERBE
21,24,MONTAGNE
21,25,HERBE
21,26,HERBE
21,27,MONTAGNE
21,28,HERBE
21,29,MONTAGNE
21,30,MONTAGNE
21,31,MONTAGNE
21,32,MONTAGNE
21,33,MONTAGNE
21,34,MONTAGNE
21,35,MONTAGNE
21,36,MONTAGNE
21,37,MONTAGNE
21,38,HERBE
21,39,MONTAGNE
21,40,HERBE
21,41,MONTAGNE
21,42,MONTAGNE
21,43,MONTAGNE
21,44,MONTAGNE
21,45,MONTAGNE
21,46,MONTAGNE
21,47,MONTAGNE
21,48,PLAGE
21,49,PLAGE
21,52,PLAGE
22,6,PLAGE
22,7,HERBE
22,8,ARBRE
22,9,HERBE
22,10,ARBRE
22,11,HERBE
22,12,ARBRE
22,13,HERBE
22,14,ARBRE
22,15,HERBE
22,16,HERBE
22,17,HERBE
22,18,HERBE
22,19,HERBE
22,20,HERBE
22,21,HERBE
22,22,MONTAGNE
22,23,HERBE
22,24,HERBE
22,25,MONTAGNE
22,26,HERBE
22,27,HERBE
22,28,MONTAGNE
22,29,HERBE
22,30,HERBE
22,31,MONTAGNE
22,32,MONTAGNE
22,33,MONTAGNE
22,34,MONTAGNE
22,35,MONTAGNE
22,36,MONTAGNE
22,37,MONTAGNE
22,38,HERBE
22,39,HERBE
22,40,MONTAGNE
22,41,HERBE
22,42,HERBE
22,43,HERBE
22,44,MONTAGNE
22,45,ARBRE
22,46,PLAGE
22,47,PLAGE
23,5,PLAGE
23,6,HERBE
23,7,HERBE
23,8,HERBE
23,9,HERBE
23,10,HERBE
23,11,HERBE
23,12,HERBE
23,13,ARBRE
23,14,ARBRE
23,15,PLAGE
23,16,PLAGE
23,17,PLAGE
23,18,HERBE
23,19,ARBRE
23,20,ARBRE
23,21,HERBE
23,22,ARBRE
23,23,ARBRE
23,24,HERBE
23,25,ARBRE
23,26,ARBRE
23,27,HERBE
23,28,ARBRE
23,29,ARBRE
23,30,HERBE
23,31,MONTAGNE
23,32,MONTAGNE
23,33,MONTAGNE
23,34,MONTAGNE
23,35,MONTAGNE
23,36,MONTAGNE
23,37,MONTAGNE
23,38,HERBE
23,39,HERBE
23,40,HERBE
23,41,HERBE
23,42,HERBE
23,43,PLAGE
23,44,PLAGE
23,45,PLAGE
24,6,PLAGE
24,7,HERBE
24,8,HERBE
24,9,HERBE
24,10,HERBE
24,11,HERBE
24,12,ARBRE
24,13,ARBRE
24,14,PLAGE
24,18,PLAGE
24,19,PLAGE
24,20,PLAGE
24,21,PLAGE
24,22,PLAGE
24,23,HERBE
24,24,ARBRE
24,25,ARBRE
24,26,HERBE
24,27,ARBRE
24,28,ARBRE
24,29,HERBE
24,30,ARBRE
24,31,ARBRE
24,32,HERBE
24,33,HERBE
24,34,HERBE
24,35,MONTAGNE
24,36,HERBE
24,37,HERBE
24,38,PLAGE
24,39,PLAGE
24,40,PLAGE
24,41,PLAGE
24,42,PLAGE
25,6,PLAGE
25,7,PLAGE
25,8,HERBE
25,9,HERBE
25,10,HERBE
25,11,HERBE
25,12,ARBRE
25,13,PLAGE
25,14,PLAGE
25,23,PLAGE
25,24,PLAGE
25,25,PLAGE
25,26,PLAGE
25,27,PLAGE
25,28,PLAGE
25,29,PLAGE
25,30,PLAGE
25,31,PLAGE
25,32,PLAGE
25,33,PLAGE
25,34,PLAGE
25,35,PLAGE
25,36,PLAGE
25,37,PLAGE
26,8,PLAGE
26,9,PLAGE
26,10,PLAGE
26,11,PLAGE
26,12,PLAGE
